id,text,word_count,dialect,source
SASAK_SENT_002899,"Jawab Deside Isa, ""Kembeq side pade boyaq Tiang?",8,general,alkitab_sasak_Luk_2_49
SASAK_SENT_002900,"Napi side pade ndeq nenaoq Tiang harus araq leq dalem gedeng Bapa Tiang?""",13,general,alkitab_sasak_Luk_2_49
SASAK_SENT_002901,Laguq ie pade ndeq ngerti jawaban Deside Isa.,8,general,alkitab_sasak_Luk_2_50
SASAK_SENT_002902,"Beterus Deside Isa mantuk bareng ie pade ojok Nazaret, dait Deside Isa taat leq ie pade.",16,general,alkitab_sasak_Luk_2_51
SASAK_SENT_002903,Selapuq hal nike seboqne leq dalem angenne siq Mariam.,9,general,alkitab_sasak_Luk_2_51
SASAK_SENT_002904,"Deside Isa jari sayan beleq dait sayan bijaksane, serte sayan tekasihin siq Allah dait manusie.",15,general,alkitab_sasak_Luk_2_52
SASAK_SENT_002905,"Leq taun kelime olas pemrentahan Kaisar Tiberius, Pontius Pilatus jari gubernur leq Yudea, dait Herodes mrentah leq Galilea, Pilipus semetonne Herodes mrentah leq wilayah Iturea dait leq Trakonitis, dait Lisanias mrentah leq Abilene.",33,general,alkitab_sasak_Luk_3_1
SASAK_SENT_002906,"Saq jari imam-imam agung, Hanas dait Kayapas.",7,general,alkitab_sasak_Luk_3_2
SASAK_SENT_002907,"Leq taun nike Allah bemanik tipaq Yahya, bije Zakaria leq padang gurun.",12,general,alkitab_sasak_Luk_3_2
SASAK_SENT_002908,Make Yahya lumbar ojok selapuq daerah Kokoq Yordan dait nyampeang berite leman Allah.,13,general,alkitab_sasak_Luk_3_3
SASAK_SENT_002909,"Yahya behotbah, ""Pade tobat leman dose-dosende, dait side harus tebaptis, adeq Allah ngampunin side.""",14,general,alkitab_sasak_Luk_3_3
SASAK_SENT_002910,"Nike sesuai maraq saq tetulis leq dalem kitab Nabi Yesaya: ""Araq dengan bekuih-kuih leq padang gurun, 'Pade siepang langan umaq Tuhan, rateang langan umaq Ie.",25,general,alkitab_sasak_Luk_3_4
SASAK_SENT_002911,"Sembilang tembereng gen teuruk, sebilang gunung dait bukit terateang.",9,general,alkitab_sasak_Luk_3_5
SASAK_SENT_002912,"Langan saq bengkok-bengkok gen telomboqang, dait langan saq lekok-lekok terateang.",10,general,alkitab_sasak_Luk_3_5
SASAK_SENT_002913,"Dengan-dengan leq seantero dunie gen serioq keselametan saq leman Allah!'""",10,general,alkitab_sasak_Luk_3_6
SASAK_SENT_002914,Luweq dengan dateng ojok Yahya jari tebaptis.,7,general,alkitab_sasak_Luk_3_7
SASAK_SENT_002915,"Yahya bebase leq ie pade, ""Side dengan jahat!",8,general,alkitab_sasak_Luk_3_7
SASAK_SENT_002916,Nyatayang siq perbuatande bahwe side sampun betobat leman dose-dosende!,9,general,alkitab_sasak_Luk_3_8
SASAK_SENT_002917,Ndaq bebase dalem angende bahwe Ibrahim nike bapaq tiang pade.,10,general,alkitab_sasak_Luk_3_8
SASAK_SENT_002918,Tiang badaq side: Leman batu-batu niki endah Allah sanggup miaqang Ibrahim keturunan.,12,general,alkitab_sasak_Luk_3_8
SASAK_SENT_002919,"Sebilang lolo saq ndeq ngasilang buaq saq solah gen terebaq dait teteteh ojok dalem api!""",15,general,alkitab_sasak_Luk_3_9
SASAK_SENT_002920,"Dengan-dengan nike beketuan leq Yahya, ""Jari, napi saq harus tiang pade piaq?""",12,general,alkitab_sasak_Luk_3_10
SASAK_SENT_002921,"Jawab Yahya, ""Dengan saq bedowe due kelambi, harus ngebeng sopoq tipaq dengan saq ndeq bedowe; dait dengan saq bedowe keloran, gaweq maraq nike endah.""",24,general,alkitab_sasak_Luk_3_11
SASAK_SENT_002922,Penagih-penagih pajek endah dateng ojok Yahya jari tebaptis.,8,general,alkitab_sasak_Luk_3_12
SASAK_SENT_002923,"Ie pade beketuan, ""Bapaq Guru, napi saq harus tiang pade piaq?""",11,general,alkitab_sasak_Luk_3_12
SASAK_SENT_002924,"Jawab Yahya, ""Ndaq nagih luweqan leman napi saq sampun tetentuang.""",10,general,alkitab_sasak_Luk_3_13
SASAK_SENT_002925,"Araq endah prajurit saq beketuan, ""Berembe leq tiang pade?",9,general,alkitab_sasak_Luk_3_14
SASAK_SENT_002926,"Napi saq harus tiang pade piaq?"" Jawab Yahya, ""Ndaq peres sai juaq dait ndaq ngerampas kepeng kadu tuduhan-tuduhan palsu.",19,general,alkitab_sasak_Luk_3_14
SASAK_SENT_002927,"Cukupang diriqde siq gajinde!""",4,general,alkitab_sasak_Luk_3_14
SASAK_SENT_002928,"Waktu nike, dengan-dengan mulai beketuan-tuan, napi Yahya nike Almasih saq ie pade antih.",13,general,alkitab_sasak_Luk_3_15
SASAK_SENT_002929,"Keranaq nike Yahya bebase leq ie pade selapuq, ""Tiang baptis side kadu aiq, laguq laun gen rauh Dengan saq beleqan kuasene leman tiang.",23,general,alkitab_sasak_Luk_3_16
SASAK_SENT_002930,Jari lekaq tali sepatu-Ne doang tiang ndeq patut.,8,general,alkitab_sasak_Luk_3_16
SASAK_SENT_002931,Ie gen baptis side kadu Roh Suci dait api.,9,general,alkitab_sasak_Luk_3_16
SASAK_SENT_002932,Leq gading-Ne araq kleong jari nampiq selapuq gandum jangke bersi.,10,general,alkitab_sasak_Luk_3_17
SASAK_SENT_002933,"Selapuq gandumne gen tekumpulang leq dalem lumbung, laguq selapuq gambasne gen Ie tunuq leq api saq ndeq iniq pedaq!""",19,general,alkitab_sasak_Luk_3_17
SASAK_SENT_002934,Siq luweq nasehat lain Yahya beriteang Kabar Solah tipaq dengan luweq.,11,general,alkitab_sasak_Luk_3_18
SASAK_SENT_002935,"Laguq Herodes, penguase Galilea, teperinget siq Yahya, lantaran Herodes merariq kance Herodias, sebiniq sanakne, dait mengenai selapuq kejahatan lain saq sampun ie piaq.",23,general,alkitab_sasak_Luk_3_19
SASAK_SENT_002936,"Laguq Herodes malahan ngeromboq kejahatan-kejahatanne, ie tamaq Yahya ojok dalem bui.",11,general,alkitab_sasak_Luk_3_20
SASAK_SENT_002937,"Sesampun selapuq dengan nike tebaptis, Deside Isa endah tebaptis.",9,general,alkitab_sasak_Luk_3_21
SASAK_SENT_002938,"Dait sewaktu Deside Isa kenyeke bedo'e, langit kebukaq,",8,general,alkitab_sasak_Luk_3_21
SASAK_SENT_002939,dait Roh Suci turun ojok atas-Ne maraq ruen kedit dare.,10,general,alkitab_sasak_Luk_3_22
SASAK_SENT_002940,"Dait kedengahan suare leman langit, ""Side Bije Tiang saq Tiang kasihin.",11,general,alkitab_sasak_Luk_3_22
SASAK_SENT_002941,"Leq waktu Deside Isa mulai karye-Ne, Ie beumur kire-kire telung dase taun.",12,general,alkitab_sasak_Luk_3_23
SASAK_SENT_002942,"Menurut pendapet dengan, Ie bijene Yusup, Yusup bijene Eli,",9,general,alkitab_sasak_Luk_3_23
SASAK_SENT_002943,"Eli bijene Matat, Matat bijene Lewi, Lewi bijene Malki, Malki bijene Yanai, Yanai bijene Yusup,",15,general,alkitab_sasak_Luk_3_24
SASAK_SENT_002944,"Yusup bijene Matica, Matica bijene Amos, Amos bijene Nahum, Nahum bijene Hesli, Hesli bijene Nagai,",15,general,alkitab_sasak_Luk_3_25
SASAK_SENT_002945,"Nagai bijene Maat, Maat bijene Matica, Matica bijene Simei, Simei bijene Yosek, Yosek bijene Yoda,",15,general,alkitab_sasak_Luk_3_26
SASAK_SENT_002946,"Yoda bijene Yohanan, Yohanan bijene Resa, Resa bijene Zerubabel, Zerubabel bijene Sealtiel, Sealtiel bijene Neri,",15,general,alkitab_sasak_Luk_3_27
SASAK_SENT_002947,"Neri bijene Malki, Malki bijene Adi, Adi bijene Kosam, Kosam bijene Elmadam, Elmadam bijene Er,",15,general,alkitab_sasak_Luk_3_28
SASAK_SENT_002948,"Er bijene Yesua, Yesua bijene Eliezer, Eliezer bijene Yorim, Yorim bijene Matat, Matat bijene Lewi,",15,general,alkitab_sasak_Luk_3_29
SASAK_SENT_002949,"Lewi bijene Simeon, Simeon bijene Yehuda, Yehuda bijene Yusup, Yusup bijene Yonam, Yonam bijene Elyakim,",15,general,alkitab_sasak_Luk_3_30
SASAK_SENT_002950,"Elyakim bijene Melea, Melea bijene Mina, Mina bijene Matata, Matata bijene Natan, Natan bijene Daud,",15,general,alkitab_sasak_Luk_3_31
SASAK_SENT_002951,"Daud bijene Isai, Isai bijene Obed, Obed bijene Boas, Boas bijene Salmon, Salmon bijene Nahason,",15,general,alkitab_sasak_Luk_3_32
SASAK_SENT_002952,"Nahason bijene Aminadab, Aminadab bijene Admin, Admin bijene Arni, Arni bijene Hezron, Hezron bijene Perez, Perez bijene Yehuda,",18,general,alkitab_sasak_Luk_3_33
SASAK_SENT_002953,"Yehuda bijene Yakub, Yakub bijene Ishak, Ishak bijene Ibrahim, Ibrahim bijene Terah, Terah bijene Nahor,",15,general,alkitab_sasak_Luk_3_34
SASAK_SENT_002954,"Nahor bijene Serug, Serug bijene Rehu, Rehu bijene Peleg, Peleg bijene Eber, Eber bijene Salmon,",15,general,alkitab_sasak_Luk_3_35
SASAK_SENT_002955,"Salmon bijene Kenan, Kenan bijene Arpaksad, Arpaksad bijene Sem, Sem bijene Nuh, Nuh bijene Lamek,",15,general,alkitab_sasak_Luk_3_36
SASAK_SENT_002956,"Lamek bijene Metusalah, Metusalah bijene Henok, Henok bijene Yared, Yared bijene Mahalaleel, Mahalaleel bijene Kenan,",15,general,alkitab_sasak_Luk_3_37
SASAK_SENT_002957,"Kenan bijene Enos, Enos bijene Set, Set bijene Adam, Adam manusie penembeq saq tecipteang siq Allah.",16,general,alkitab_sasak_Luk_3_38
SASAK_SENT_002958,Deside Isa tekuasein siq Roh Suci leq waktu Ie bilin Kokoq Yordan terus Ie tepimpin siq Roh Suci nike ojok padang gurun.,22,general,alkitab_sasak_Luk_4_1
SASAK_SENT_002959,Leq derike Deside Isa tecobe siq Belis petang dase jelo ngoneqne.,11,general,alkitab_sasak_Luk_4_2
SASAK_SENT_002960,"Sengoneq nike, Ie nenten daharang napi-napi.",6,general,alkitab_sasak_Luk_4_2
SASAK_SENT_002961,Beterus Ie jari seduk.,4,general,alkitab_sasak_Luk_4_2
SASAK_SENT_002962,"Belis matur leq Deside Isa, ""Lamun Pelungguh Bije saq asalne leman Allah, manikang batu niki jari ruti.""",17,general,alkitab_sasak_Luk_4_3
SASAK_SENT_002963,"Jawab Deside Isa, ""Araq tetulis leq dalem Kitab Suci bahwe: 'Manusie ndeqne cume idup leman ruti doang.'""",17,general,alkitab_sasak_Luk_4_4
SASAK_SENT_002964,"Terus Belis jauq Deside Isa ojok taoq saq atas, dait araq sepengkejep doang Belis petitoqang Deside Isa selapuq kerajaan leq dunie.",21,general,alkitab_sasak_Luk_4_5
SASAK_SENT_002965,"Beterus Belis matur tipaq Deside Isa, ""Selapuq kekuasean dait kesugihan niki gen tiang aturin tipaq Pelungguh, sengaq selapuqne sampun teserahang ojok tiang dait tiang bau ngebeng leq sai juaq saq tiang mele beng.",33,general,alkitab_sasak_Luk_4_6
SASAK_SENT_002966,"Selapuqne nike gen jari dowen Pelungguh, lamun Pelungguh sujut nyembah tiang.""",11,general,alkitab_sasak_Luk_4_7
SASAK_SENT_002967,"Jawab Deside Isa, ""Leq dalem Kitab Suci araq tetulis, 'Pade sembah Allah, Tuhan side dait tipaq Ie doang side beribadah.'""",20,general,alkitab_sasak_Luk_4_8
SASAK_SENT_002968,Beterus Belis jauq Deside Isa ojok Yerusalem dait toloq-Ne leq atas buwung Gedeng Allah.,14,general,alkitab_sasak_Luk_4_9
SASAK_SENT_002969,"Belis matur leq Deside Isa, ""Lamun Pelungguh Bije saq asalne leman Allah, cobaq Pelungguh nimproh leman deriki.",17,general,alkitab_sasak_Luk_4_9
SASAK_SENT_002970,"Sengaq araq tetulis leq dalem Kitab Suci, 'Allah gen mrentahang malaekat-malaekat-Ne jari jagaq Pelungguh.'",14,general,alkitab_sasak_Luk_4_10
SASAK_SENT_002971,"Dait endah, 'Malaekat-malaekat gen sangklap Pelungguh kadu ime ie pade, adeq cokor Pelungguh nenten kedantuk leq batu.'""",17,general,alkitab_sasak_Luk_4_11
SASAK_SENT_002972,"Jawab Deside Isa, ""Leq dalem Kitab Suci tetulis, 'Ndaq Side cobe Allah, Tuhan side!'""",14,general,alkitab_sasak_Luk_4_12
SASAK_SENT_002973,"Sesampun Belis engkah cobe Deside Isa kadu segale macem care, ie bilin Deside Isa dait ngantih waktu saq tepat.",19,general,alkitab_sasak_Luk_4_13
SASAK_SENT_002974,Siq kuase Roh Allah Deside Isa tulak ojok Galilea.,9,general,alkitab_sasak_Luk_4_14
SASAK_SENT_002975,Berite mengenai Deside Isa nyebar ojok selapuq daerah nike.,9,general,alkitab_sasak_Luk_4_14
SASAK_SENT_002976,"Deside Isa ngajahang leq bale-bale ibadah, dait selapuq dengan muji Ie.",11,general,alkitab_sasak_Luk_4_15
SASAK_SENT_002977,"Deside Isa lumbar endah ojok Nazaret, taoq Ie tebeleqang.",9,general,alkitab_sasak_Luk_4_16
SASAK_SENT_002978,Leq jelo Sabat maraq biasene Ie lumbar ojok bale ibadah.,10,general,alkitab_sasak_Luk_4_16
SASAK_SENT_002979,"Deside Isa nganjeng jari bace Kitab Suci,",7,general,alkitab_sasak_Luk_4_16
SASAK_SENT_002980,terus Ie teaturin kitab Nabi Yesaya.,6,general,alkitab_sasak_Luk_4_17
SASAK_SENT_002981,"Deside Isa bukaq gulungan kitab nike, terus dait-Ne ayat niki,",10,general,alkitab_sasak_Luk_4_17
SASAK_SENT_002982,"Roh Tuhan araq leq Tiang, sengaq Allah sampun nyuciang dait ngesahang Tiang jari beriteang Kabar Solah tipaq dengan miskin.",19,general,alkitab_sasak_Luk_4_18
SASAK_SENT_002983,"Allah ngutus Tiang jari ngumumang tipaq dengan tawanan bahwe ie pade gen tebebasang dait tipaq dengan bute bahwe ie pade gen tao nyerioq malik; jari bebasang dengan saq tejajah,",29,general,alkitab_sasak_Luk_4_18
SASAK_SENT_002984,"jari beriteang taun rahmat Tuhan sampun rauh.""",7,general,alkitab_sasak_Luk_4_19
SASAK_SENT_002985,"Deside Isa gulung malik kitab nike, dait tulakang-Ne ojok petugas, beterus melinggih.",12,general,alkitab_sasak_Luk_4_20
SASAK_SENT_002986,Selapuq dengan leq dalem bale ibadah nike perhatiang Ie.,9,general,alkitab_sasak_Luk_4_20
SASAK_SENT_002987,"Terus Deside Isa mulai bebaos leq ie pade maraq niki, ""Leq jelo niki, ayat-ayat Kitab Suci niki sampun telaksane sewaktu side pade dengahang ayat-ayat nike.""",25,general,alkitab_sasak_Luk_4_21
SASAK_SENT_002988,"Selapuq saq Ie ucapang bagus gati, sehingge ie pade takjub dait muji Ie.",13,general,alkitab_sasak_Luk_4_22
SASAK_SENT_002989,"Ie pade bebase, ""Tekan Ie bije Yusup?""",7,general,alkitab_sasak_Luk_4_22
SASAK_SENT_002990,"Make Deside Isa bemanik leq ie pade, ""Pasti side pade gen kadu sesenggak niki leq Tiang, 'Tabib, selahang diriq-De mesaq.",20,general,alkitab_sasak_Luk_4_23
SASAK_SENT_002991,"Dait silaq piaq leq kampung asal Pelungguh mesaq keajaipan saq tiang pade dengah Pelungguh piaq leq Kapernaum!'""",17,general,alkitab_sasak_Luk_4_23
SASAK_SENT_002992,"Deside Isa bemanik malik, ""Tiang badaq side, setetune ndeq araq nabi saq tehormatin leq kampung asalne mesaq.",17,general,alkitab_sasak_Luk_4_24
SASAK_SENT_002993,"Laguq dengahang: leq jaman Nabi Elia, sewaktu ndeq turun ujan telu taun enem bulan ngoneqne, araq musibah kelapahan leq selapuq negeri.",21,general,alkitab_sasak_Luk_4_25
SASAK_SENT_002994,Leq waktu nike luweq bebalu leq Israel.,7,general,alkitab_sasak_Luk_4_25
SASAK_SENT_002995,Timaq maraq nike Allah nenten ngutus Nabi Elia lumbar ojok salaq sopoq bebalu-bebalu nike laguq cume tipaq sopoq bebalu leq Sarpat leq daerah Sidon.,24,general,alkitab_sasak_Luk_4_26
SASAK_SENT_002996,"Maraq nike endah leq jaman Nabi Elisa, araq luweq dengan saq sakit kusta leq Israel, laguq dengan-dengan nike ndeq araq saq teselahang, kecuali Naaman dengan Siria nike.""",27,general,alkitab_sasak_Luk_4_27
SASAK_SENT_002997,Selapuq dengan leq bale ibadah nike sili gati sewaktu dengah hal nike.,12,general,alkitab_sasak_Luk_4_28
SASAK_SENT_002998,"Ie pade nganjeng beterus tundungne Deside Isa ojok luah kote dait jauqne Deside Isa ojok tembereng gunung, saq araq leq luah kote nike.",23,general,alkitab_sasak_Luk_4_29
SASAK_SENT_002999,Ie pade beniat jelek Deside Isa ojok dalem jurang.,9,general,alkitab_sasak_Luk_4_29
SASAK_SENT_003000,"Laguq Deside Isa nerobos dengan luweq nike, terus lumbar.",9,general,alkitab_sasak_Luk_4_30
SASAK_SENT_003001,Beterus Deside Isa lumbar ojok kote Kapernaum leq Galilea.,9,general,alkitab_sasak_Luk_4_31
SASAK_SENT_003002,Leq derike Deside Isa ngajahang dengan-dengan leq jelo Sabat.,9,general,alkitab_sasak_Luk_4_31
SASAK_SENT_003003,"Ie pade takjub dengahang pengajahan Deside Isa, sengaq ucapan-ucapan-Ne penoq kuase.",11,general,alkitab_sasak_Luk_4_32
SASAK_SENT_003004,"Leq dalem bale ibadah nike, araq sopoq dengan saq tekuasein siq roh jahat.",13,general,alkitab_sasak_Luk_4_33
SASAK_SENT_003005,"Dengan nike bekuih-kuih siq suare saq keras,",7,general,alkitab_sasak_Luk_4_33
SASAK_SENT_003006,"Deside Isa, dengan Nazaret, napi saq gen Pelungguh piaq leq tiang pade?",12,general,alkitab_sasak_Luk_4_34
SASAK_SENT_003007,"Tiang nenaoq sai setetune Pelungguh: Pelungguh Saq Suci leman Allah!""",10,general,alkitab_sasak_Luk_4_34
SASAK_SENT_003008,"Laguq Deside Isa semprak roh jahat nike, ""Tedoq sugul leman dengan niki!"" Beterus roh jahat nike timpak dengan nike leq julu ie pade selapuq, terus sugul leman dengan nike dait ndeq nyakitin ie.",33,general,alkitab_sasak_Luk_4_35
SASAK_SENT_003009,"Selapuq dengan bengaq, dait bebase sopoq kance saq lain, ""Luar biase manik-Ne.",12,general,alkitab_sasak_Luk_4_36
SASAK_SENT_003010,"Siq wibawe dait kuase, Ie mrentahang roh-roh jahat sugul, dait ie pade endah sugul!""",14,general,alkitab_sasak_Luk_4_36
SASAK_SENT_003011,Make kabar mengenai Deside Isa nyebar leq selapuq wilayah nike.,10,general,alkitab_sasak_Luk_4_37
SASAK_SENT_003012,"Deside Isa bilin bale ibadah nike, beterus lumbar ojok gedeng Simon.",11,general,alkitab_sasak_Luk_4_38
SASAK_SENT_003013,"Mentoaq nine Simon kenyeke sakit telih panas, dait dengan-dengan tunas leq Deside Isa adeq nulung ie.",16,general,alkitab_sasak_Luk_4_38
SASAK_SENT_003014,"Beterus Deside Isa nganjeng leq deket mentoaq Simon nike, terus Ie bemanik siq suare saq beleq jari nyelahang penyakit telih panas nike.",22,general,alkitab_sasak_Luk_4_39
SASAK_SENT_003015,"Penyakit nike telang, dait mentoaq Simon langsung ures dait ngelayanin ie pade.",12,general,alkitab_sasak_Luk_4_39
SASAK_SENT_003016,"Sewaktu serep jelo, selapuq dengan pade jauq tipaq Deside Isa semeton-semetonne saq ngidap macem-macem penyakit.",15,general,alkitab_sasak_Luk_4_40
SASAK_SENT_003017,Deside Isa noloq gading-Ne leq atas ie pade sopoq-sopoq dait selahang ie pade.,13,general,alkitab_sasak_Luk_4_40
SASAK_SENT_003018,"Roh-roh jahat endah sugul leman luweq dengan, sambil bekuih-kuih, ""Pelungguh Bije saq asalne leman Allah!"" Laguq Deside Isa semprak ie pade dait nenten ngijinang ie pade ngeraos, sengaq ie pade nenaoq bahwe Deside Isa nike Almasih.",36,general,alkitab_sasak_Luk_4_41
SASAK_SENT_003019,"Sewaktu mulai tiwoq jelo, Deside Isa bilin kote nike beterus lumbar ojok sopoq taoq saq sepi.",16,general,alkitab_sasak_Luk_4_42
SASAK_SENT_003020,"Dengan-dengan mulai boyaq Ie, terus waktu ie pade ndait Deside Isa, ie pade berusahe adeq Deside Isa sampunang bilin ie pade.",21,general,alkitab_sasak_Luk_4_42
SASAK_SENT_003021,"Laguq Deside Isa bemanik, ""Kabar Solah mengenai Kerajaan Allah harus Tiang sampeang endah leq kote-kote lain, sengaq jari hal nike Allah ngutus Tiang ojok dunie.""",25,general,alkitab_sasak_Luk_4_43
SASAK_SENT_003022,Keranaq nike Deside Isa nyampeang Kabar Solah leman Allah leq selapuq bale-bale ibadah leq Yudea.,15,general,alkitab_sasak_Luk_4_44
SASAK_SENT_003023,"Leq sopoq waktu, Deside Isa nganjeng leq sedin Danao Genesaret.",10,general,alkitab_sasak_Luk_5_1
SASAK_SENT_003024,Luweq dengan bedesek-desekan jari dengahang Manik Allah.,7,general,alkitab_sasak_Luk_5_1
SASAK_SENT_003025,Deside Isa cingakin due perau leq sedin danao nike; nelayan-nelayanne sampun turun leman perau-perau nike dait ie pade kenyeke bisoq jaringne.,21,general,alkitab_sasak_Luk_5_2
SASAK_SENT_003026,"Deside Isa taek ojok salaq sopoq perau, perau nike peraune Simon, beterus Ie manikang Simon dorong peraune nike jaoqan sekediq leman sedin danao.",23,general,alkitab_sasak_Luk_5_3
SASAK_SENT_003027,Deside Isa melinggih leq dalem perau nike dait mulai ngajahang dengan luweq.,12,general,alkitab_sasak_Luk_5_3
SASAK_SENT_003028,"Sesampun tutuq ngajahang, Deside Isa bemanik leq Simon, ""Silaq dayung peraunde ojok taoq saq dalem, terus pencar jaringde jari bau empaq.""",21,general,alkitab_sasak_Luk_5_4
SASAK_SENT_003029,"Simon matur, ""Guru, sekeleman tiang pade lelah begawean, laguq ndeq mauq napi-napi!",12,general,alkitab_sasak_Luk_5_5
SASAK_SENT_003030,"Laguq lantaran Pelungguh saq manikang, tiang gen pencar jaring tiang malik.""",11,general,alkitab_sasak_Luk_5_5
SASAK_SENT_003031,"Sesampun ie pade laksaneang hal nike, ie pade luweq gati mauq empaq jangke jaring ie pade mulai roek.",18,general,alkitab_sasak_Luk_5_6
SASAK_SENT_003032,Keranaq nike ie pade ngendeng tulung leq batur-batur ie pade saq araq leq perau saq lain.,16,general,alkitab_sasak_Luk_5_7
SASAK_SENT_003033,"Batur-baturne nike pade dateng beterus ie pade bareng-bareng ngisiq kedue perau nike penoq siq empaq, jangke perau-perau nike jaqne ketelep.",20,general,alkitab_sasak_Luk_5_7
SASAK_SENT_003034,"Waktu Simon serioq hal nike, ie sujut leq arepan Deside Isa terus matur, ""Silaq bilin tiang, Junjungan Saq Mulie!",19,general,alkitab_sasak_Luk_5_8
SASAK_SENT_003035,"Sengaq tiang dengan bedose!""",4,general,alkitab_sasak_Luk_5_8
SASAK_SENT_003036,Simon dait selapuq dengan saq bareng kance ie bengaq lantaran luweq gati ie pade mauq empaq.,16,general,alkitab_sasak_Luk_5_9
SASAK_SENT_003037,"Maraq nike endah batur-baturne Simon, Yakub dait Yahya, bije-bije Zebedeus.",10,general,alkitab_sasak_Luk_5_10
SASAK_SENT_003038,"Deside Isa bemanik leq Simon, ""Ndaq takut!",7,general,alkitab_sasak_Luk_5_10
SASAK_SENT_003039,"Mulai mangkin side gen jaring manusie.""",6,general,alkitab_sasak_Luk_5_10
SASAK_SENT_003040,"Simon dait batur-baturne kedeng perau-perau nike ojok sedin danao, beterus bilin selapuqne, terus ngiring Deside Isa.",16,general,alkitab_sasak_Luk_5_11
SASAK_SENT_003041,"Leq sopoq jelo, Deside Isa araq leq sopoq kote.",9,general,alkitab_sasak_Luk_5_12
SASAK_SENT_003042,Leq derike araq sopoq dengan mame saq awakne penoq siq penyakit kuste.,12,general,alkitab_sasak_Luk_5_12
SASAK_SENT_003043,"Sewaktu ie serioq Deside Isa, ie sujut leq arepan-Ne sambil tunas, ""Paq, lamun Pelungguh kayun, Pelungguh bau nyelahang tiang!""",19,general,alkitab_sasak_Luk_5_12
SASAK_SENT_003044,"Deside Isa jamah dengan nike dait bemanik, ""Tiang mele, mangkin side selah!"" Waktu nike endah penyakitne telang.",17,general,alkitab_sasak_Luk_5_13
SASAK_SENT_003045,"Beterus Deside Isa balaq dengan nike tuturang leq sai-sai, dait bemanik-Ne, ""Silaq lumbar ojok imam, dait tunas ie pastiang bahwe side sampun selah.",23,general,alkitab_sasak_Luk_5_14
SASAK_SENT_003046,"Beterus lumbar ngaturang kurban maraq saq teprentahang Musa, jari bukti tipaq dengan-dengan bahwe side tetu-tetu sampun selah.""",17,general,alkitab_sasak_Luk_5_14
SASAK_SENT_003047,"Laguq kabar mengenai Deside Isa sayan nyebar ojok mbe-mbe, dait luweq dengan dateng jari dengahang Ie dait tunas adeq teselahang penyakit-penyakitne.",21,general,alkitab_sasak_Luk_5_15
SASAK_SENT_003048,Laguq Deside Isa lumbar jari bedo'e ojok taoq saq sepi.,10,general,alkitab_sasak_Luk_5_16
SASAK_SENT_003049,"Leq sopoq jelo sewaktu Deside Isa kenyeke ngajahang, araq dengan-dengan Parisi dait ahli-ahli Taurat melinggih leq derike.",17,general,alkitab_sasak_Luk_5_17
SASAK_SENT_003050,"Ie pade dateng leman Yerusalem, dait leman kote-kote leq Galilea dait Yudea.",12,general,alkitab_sasak_Luk_5_17
SASAK_SENT_003051,Kuase Tuhan araq leq Deside Isa sehingge Ie tao nyelahang dengan-dengan sakit.,12,general,alkitab_sasak_Luk_5_17
SASAK_SENT_003052,Leq waktu nike araq pire dengan dateng jauq sopoq dengan kepaq saq tetindoqang leq atas tipah.,16,general,alkitab_sasak_Luk_5_18
SASAK_SENT_003053,Ie pade berusahe jauq dengan nike ojok dalem bale adeqne bau toloq ie leq arepan Deside Isa.,17,general,alkitab_sasak_Luk_5_18
SASAK_SENT_003054,"Laguq lantaran luweq gati dengan leq derike, ie pade ndeq bau jauq ie tame.",14,general,alkitab_sasak_Luk_5_19
SASAK_SENT_003055,Keranaq nike ie pade taekang dengan kepaq nike ojok atas atep bale.,12,general,alkitab_sasak_Luk_5_19
SASAK_SENT_003056,"Beterus ie pade bungkar atep, dait nurunang ie bareng-bareng kance tipahne leq arepan Deside Isa leq tengaq-tengaq dengan luweq nike.",20,general,alkitab_sasak_Luk_5_19
SASAK_SENT_003057,"Waktu Deside Isa cingakin beleq gati iman ie pade, Deside Isa bemanik leq dengan nike, ""Semeton, dosende sampun teampunin.""",19,general,alkitab_sasak_Luk_5_20
SASAK_SENT_003058,"Ahli-ahli Taurat dait dengan-dengan Parisi mulai beketuan leq dalem angenne, ""Sai dengan niki?",13,general,alkitab_sasak_Luk_5_21
SASAK_SENT_003059,Ie menghine Allah?,3,general,alkitab_sasak_Luk_5_21
SASAK_SENT_003060,Deside Isa wikan saq ie pade ketuanang.,7,general,alkitab_sasak_Luk_5_22
SASAK_SENT_003061,"Jari Deside Isa bemanik, ""Kembeq side pade beketuan-tuan maraq nike leq dalem angende?",13,general,alkitab_sasak_Luk_5_22
SASAK_SENT_003062,"Mbe saq molahan, ngucapang, 'Dosende sampun teampunin', atao ngucapang, 'Ures dait lampaq?'",12,general,alkitab_sasak_Luk_5_23
SASAK_SENT_003063,"Laguq adeq side pade nenaoq bahwe leq dunie niki Bije Manusie bekuase ngampunin dose."" Beterus Deside Isa bemanik leq dengan saq kepaq nike, ""Ures, angkat tipahde, dait uleq!""",28,general,alkitab_sasak_Luk_5_24
SASAK_SENT_003064,"Dengan nike langsung ures leq julu ie pade selapuq, terus ngangkat tipahne dait uleq sambil mulieang Allah.",17,general,alkitab_sasak_Luk_5_25
SASAK_SENT_003065,Ie pade selapuq takjub gati terus mulieang Allah.,8,general,alkitab_sasak_Luk_5_26
