id,text,word_count,dialect,source
SASAK_SENT_007596,"Sengaq ndeqne mudaq sopoq dengan rede mate umaq dengan saq kenaq, laguq sang umaq dengan saq solah araq dengan saq bani mate.",22,general,alkitab_sasak_Rom_5_7
SASAK_SENT_007597,"Laguq Allah nyatayang kasih-Ne leq ite sewaktu Deside Isa ninggal umaq ite, leq waktu ite masih bedose.",17,general,alkitab_sasak_Rom_5_8
SASAK_SENT_007598,Mangkin ite sampun tejariang kenaq leq arepan Allah sehingge hubungante kance Allah jari solah malik langan ninggal-Ne Almasih; keranaq nike pasti ite gen teselametang endah leman murke Allah siq Almasih.,30,general,alkitab_sasak_Rom_5_9
SASAK_SENT_007599,"Lamun leq waktu ite masih jari musuh Allah, ite tedameang kance Allah siq ninggal Bije-Ne, lebih-lebih mangkin sesampun hubungante kance Allah solah malik, pasti ite gen teselametang endah langan idup Almasih.",31,general,alkitab_sasak_Rom_5_10
SASAK_SENT_007600,"Dait luweqan malik, ite endah besukecite leq dalem Allah langan Junjungante Saq Mulie Deside Isa Almasih, sengaq langan Ie ite sampun nerimaq pendamean.",23,general,alkitab_sasak_Rom_5_11
SASAK_SENT_007601,"Dose tame ojok dalem dunie langan sopoq dengan, dait leman dose nike sampun datengang kematean, akibatne, selapuq umat manusie gen ngalamin kematean, lantaran selapuq dengan bedose.",26,general,alkitab_sasak_Rom_5_12
SASAK_SENT_007602,"Sendeqman Hukum Taurat teturunang, dose sampun araq leq dalem dunie.",10,general,alkitab_sasak_Rom_5_13
SASAK_SENT_007603,"Laguq dose ndeqne teperitungang, sengaq ndeq araq hukum saq bau telanggar.",11,general,alkitab_sasak_Rom_5_13
SASAK_SENT_007604,"Timaq maraq nike, kematean nguasein selapuq manusie leman jaman Adam jangke jaman Musa, malahan dengan-dengan saq ndeq miaq pelanggaran maraq saq telaksaneang siq Adam, dengan-dengan nike milu endah tekuasein siq kematean.",31,general,alkitab_sasak_Rom_5_14
SASAK_SENT_007605,Adam nike jari gambaran sopoq dengan saq gen rauh.,9,general,alkitab_sasak_Rom_5_14
SASAK_SENT_007606,Laguq paice Allah tetu-tetu bede kance pelanggaran saq tepiaq siq Adam.,11,general,alkitab_sasak_Rom_5_15
SASAK_SENT_007607,"Pelanggaran Adam jari penyebap luweq dengan mate, laguq jaoq beleqan malik rahmat leman Allah saq teicanin tipaq dengan luweq, langan sopoq dengan, nike Deside Isa Almasih.",26,general,alkitab_sasak_Rom_5_15
SASAK_SENT_007608,"Rahmat Allah endah jaoq beleqan leman dose sopoq dengan nike, sengaq penghakiman leq sopoq pelanggaran saq tepiaq siq Adam, nike jari penyebap penghukuman.",23,general,alkitab_sasak_Rom_5_16
SASAK_SENT_007609,"Laguq rahmat Allah tipaq luweq pelanggaran, nike jari penyebap manusie tejariang kenaq leq arepan Allah.",15,general,alkitab_sasak_Rom_5_16
SASAK_SENT_007610,Langan sopoq pelanggaran saq tepiaq siq Adam kematean nguasein selapuq dengan.,11,general,alkitab_sasak_Rom_5_17
SASAK_SENT_007611,"Laguq selapuq dengan saq nerimaq kelimpahan rahmat dait paice tejariang kenaq leq arepan Allah langan Deside Isa Almasih, gen idup dait bekuase.",22,general,alkitab_sasak_Rom_5_17
SASAK_SENT_007612,"Sengaq sopoq pelanggaran saq tepiaq siq Adam, sampun datengang penghukuman tipaq sebilang manusie.",13,general,alkitab_sasak_Rom_5_18
SASAK_SENT_007613,"Laguq sopoq karye Almasih saq jariang manusie kenaq leq arepan Allah, miaq selapuq dengan kenaq leq arepan Allah dait ngicanin ie pade idup.",23,general,alkitab_sasak_Rom_5_18
SASAK_SENT_007614,"Dait maraq luweq dengan jari dengan bedose lantaran sopoq dengan saq ndeq taat, maraq nike endah luweq dengan gen bau tejariang kenaq leq arepan Allah lantaran sopoq dengan lain taat leq Allah.",32,general,alkitab_sasak_Rom_5_19
SASAK_SENT_007615,"Allah ngicanin Hukum Taurat adeq selapuq dengan bau serioq berembe bedosene ie pade, laguq sayan manusie bedose, sayan belimpah-limpah rahmat Allah.",21,general,alkitab_sasak_Rom_5_20
SASAK_SENT_007616,"Pade maraq dose nguasein selapuq dengan dait datengang kematean, mangkin rahmat Allah bekuase dait jariang ite kenaq leq arepan Allah, sehingge ite nerimaq idup sejati dait kekel langan Junjungante Saq Mulie Deside Isa Almasih.",34,general,alkitab_sasak_Rom_5_21
SASAK_SENT_007617,Lamun maraq nike napi saq bau ite raosang malik?,9,general,alkitab_sasak_Rom_6_1
SASAK_SENT_007618,"Napi ite tetep doang gaweq dose, adeq rahmat Allah sayan beromboq?",11,general,alkitab_sasak_Rom_6_1
SASAK_SENT_007619,"Pasti ndeqne maraq nike; dose ndeq bekuase malik leq ite, jari segerah ite bau terus-terusan idup dalem dose?",18,general,alkitab_sasak_Rom_6_2
SASAK_SENT_007620,"Semeton senamian, napi side pade ndeq nenaoq bahwe sewaktu ite tebaptis leq dalem Almasih, artine ite tebaptis dalem ninggal-Ne.",19,general,alkitab_sasak_Rom_6_3
SASAK_SENT_007621,"Siq baptisan ite tekubur bareng kance Almasih dait milu ninggal bareng Ie, adeqne pade maraq Almasih teidupang leman ninggal-Ne siq kemuliean Bapa saq mulie, maraq nike endah ite gen idup dalem idup saq baru.",34,general,alkitab_sasak_Rom_6_4
SASAK_SENT_007622,"Lamun ite sampun jari sopoq kance Almasih dalem ninggal-Ne, ite endah gen jari sopoq kance Ie dalem idup-Ne saq sampun teidupang malik.",22,general,alkitab_sasak_Rom_6_5
SASAK_SENT_007623,"Selapuqte sampun nenaoq, bahwe tabiat ite saq laeq sampun temateqang bareng Almasih leq kayuq salib adeq awakte saq bedose nike telang kuasene, adeq ite ndeqne malik tekuasein siq dose.",29,general,alkitab_sasak_Rom_6_6
SASAK_SENT_007624,"Sengaq lamun sopoq dengan ninggal, dengan nike tebebasang leman kuase dose.",11,general,alkitab_sasak_Rom_6_7
SASAK_SENT_007625,"Laguq lamun ite sampun ninggal kance Almasih, ite percaye bahwe ite endah gen idup bareng kance Ie.",17,general,alkitab_sasak_Rom_6_8
SASAK_SENT_007626,"Sengaq ite nenaoq bahwe Almasih sampun idup malik leman ninggal, dait Ie nenten gen ninggal malik; kematean nenten bekuase malik leq diriq-Ne.",22,general,alkitab_sasak_Rom_6_9
SASAK_SENT_007627,"Ninggal saq Ie alamin, nike ninggal tipaq dose, hal nike telaksane cume sekali doang jari selaeq-laeqne.",16,general,alkitab_sasak_Rom_6_10
SASAK_SENT_007628,Dait kehidupan-Ne nike idup bagi Allah.,6,general,alkitab_sasak_Rom_6_10
SASAK_SENT_007629,"Maraq nike endah side pade harus anggep bahwe diriq side pade sampun ninggal tipaq dose, laguq idup bagi Allah dalem Deside Isa Almasih.",23,general,alkitab_sasak_Rom_6_11
SASAK_SENT_007630,"Ndaq malik alurang dose nguasein awakde saq iniq binase, adeq side pade ndaq turut kemeleqne saq jahat.",17,general,alkitab_sasak_Rom_6_12
SASAK_SENT_007631,Ndaq endah side pade nyerahang bagian-bagian awakde tipaq kuase dose jari tekadu leq maksut-maksut jahat.,15,general,alkitab_sasak_Rom_6_13
SASAK_SENT_007632,Laguq serahang diriqde tipaq Allah sebage dengan saq sampun tealihang leman kematean tipaq idup.,14,general,alkitab_sasak_Rom_6_13
SASAK_SENT_007633,Dait serahang bagian-bagian awakde tipaq Allah adeqne tekadu jari maksut-maksut saq kenaq leq arepan Allah.,15,general,alkitab_sasak_Rom_6_13
SASAK_SENT_007634,"Dose ndeqne kanggo nguasein side pade, sengaq side pade ndeq malik idup leq bawaq Hukum Taurat, laguq leq bawaq rahmat Allah.",21,general,alkitab_sasak_Rom_6_14
SASAK_SENT_007635,Mangkin napi kesimpulante?,3,general,alkitab_sasak_Rom_6_15
SASAK_SENT_007636,"Napi ite gen gaweq dose lantaran ite ndeq leq bawaq Hukum Taurat, laguq leq bawaq rahmat Allah?",17,general,alkitab_sasak_Rom_6_15
SASAK_SENT_007637,Pasti ndeqne maraq nike!,4,general,alkitab_sasak_Rom_6_15
SASAK_SENT_007638,"Napi side pade nenaoq bahwe lamun side pade nyerahang diriq tipaq sopoq dengan jari taat leq ie, make artine side pade jari pelayan dengan nike --leq dalem dose saq jauq side pade ojok kematean, atao dalem ketaatan saq jariang side pade kenaq leq arepan Allah sehingge hubungan side pade kance Allah jari solah malik.",54,general,alkitab_sasak_Rom_6_16
SASAK_SENT_007639,"Laguq syukur tipaq Allah, sengaq laeq side pade jari panjak dose, laguq mangkin siq sepenoq angen side pade taat leq pengajahan saq sampun teajahang tipaq side pade.",27,general,alkitab_sasak_Rom_6_17
SASAK_SENT_007640,"Side pade sampun tebebasang leman dose, dait sampun jari hambe saq tejariang kenaq leq arepan Allah.",16,general,alkitab_sasak_Rom_6_18
SASAK_SENT_007641,"Lantaran penenaoq side pade kurang gati, tiang kadu conto-conto mengenai hambe, adeq side pade bau ngerti.",16,general,alkitab_sasak_Rom_6_19
SASAK_SENT_007642,Laeq side pade sampun nyerahang bagian-bagian awakde sebage panjak hal-hal saq kotor dait jahat.,14,general,alkitab_sasak_Rom_6_19
SASAK_SENT_007643,Hal nike jauq side pade tipaq maksut-maksut saq jahat.,9,general,alkitab_sasak_Rom_6_19
SASAK_SENT_007644,Maraq nike endah mangkin side pade harus nyerahang awak side pade sebage hambe saq tejariang kenaq leq arepan Allah.,19,general,alkitab_sasak_Rom_6_19
SASAK_SENT_007645,Hal nike jauq side pade tipaq penyucian.,7,general,alkitab_sasak_Rom_6_19
SASAK_SENT_007646,"Sewaktu side pade jari hambe dose, side pade ndeq leq bawaq kuase saq jariang side pade kenaq leq arepan Allah.",20,general,alkitab_sasak_Rom_6_20
SASAK_SENT_007647,Napi saq jari keuntungan side pade leq waktu nike?,9,general,alkitab_sasak_Rom_6_21
SASAK_SENT_007648,"Mangkin selapuqne jari hal saq merilaq, sengaq perbuatan-perbuatan side pade nike cume jauq kematean.",14,general,alkitab_sasak_Rom_6_21
SASAK_SENT_007649,"Laguq mangkin side pade sampun tebebasang leman dose, dait side pade jari pelayan Allah, keuntungan saq side pade mauq mangkin, penyucian saq ahirne jauq side pade tipaq idup sejati dait kekel.",31,general,alkitab_sasak_Rom_6_22
SASAK_SENT_007650,Sengaq upaq dose nike kematean; laguq paice Allah nike idup sejati dait kekel dalem Junjungante Saq Mulie Deside Isa Almasih.,20,general,alkitab_sasak_Rom_6_23
SASAK_SENT_007651,Semeton-semeton tiang!,2,general,alkitab_sasak_Rom_7_1
SASAK_SENT_007652,Side pade sampun nenaoq Hukum Taurat.,6,general,alkitab_sasak_Rom_7_1
SASAK_SENT_007653,Jari side pade nenaoq bahwe kekuasean hukum tipaq sopoq dengan berlaku cume sewaktu dengan nike idup.,16,general,alkitab_sasak_Rom_7_1
SASAK_SENT_007654,"Misalne sopoq dengan nine saq bedowe semame, ie harus teriket leq hukum kance semamene saq masih idup.",17,general,alkitab_sasak_Rom_7_2
SASAK_SENT_007655,"Laguq lamun semamene ninggal, dengan nine nike bebas leman hukum saq ngiket ie tipaq semamene.",15,general,alkitab_sasak_Rom_7_2
SASAK_SENT_007656,"Lamun dengan nine nike idup kance dengan mame lain sewaktu semamene masih araq, make dengan nine nike teparan bezinah.",19,general,alkitab_sasak_Rom_7_3
SASAK_SENT_007657,"Laguq lamun semamene ninggal, make menurut hukum ie sampun bebas, dait lamun ie merariq malik kance dengan mame saq lain, make ie ndeq bezinah.",24,general,alkitab_sasak_Rom_7_3
SASAK_SENT_007658,"Maraq nike endah halne side pade, semeton tiang senamian.",9,general,alkitab_sasak_Rom_7_4
SASAK_SENT_007659,Side pade sampun ninggal tipaq Hukum Taurat langan rage Deside Isa Almasih dait jari dowe-Ne saq sampun teidupang malik leman ninggal.,21,general,alkitab_sasak_Rom_7_4
SASAK_SENT_007660,Deside Isa teidupang leman ninggal adeq ite ngasilang buaq saq solah bagi Allah leq dalem idupte.,16,general,alkitab_sasak_Rom_7_4
SASAK_SENT_007661,"Sengaq, laeq ite idup menurut kemeleq awak saq bedose.",9,general,alkitab_sasak_Rom_7_5
SASAK_SENT_007662,Leq waktu nike kemeleq nike timbul sengaq araq Hukum Taurat saq pengaruhin diriqte.,13,general,alkitab_sasak_Rom_7_5
SASAK_SENT_007663,Nike jari penyebap ite ngelaksaneang hal-hal saq jauq akibat kematean.,10,general,alkitab_sasak_Rom_7_5
SASAK_SENT_007664,Laguq mangkin ite sampun tebebasang leman Hukum Taurat.,8,general,alkitab_sasak_Rom_7_6
SASAK_SENT_007665,Ite sampun ninggal umaq hukum saq laeq nguasein ite.,9,general,alkitab_sasak_Rom_7_6
SASAK_SENT_007666,Ite ndeq malik ngelayanin menurut hukum saq tetulis nike.,9,general,alkitab_sasak_Rom_7_6
SASAK_SENT_007667,Mangkin ite ngelayanin dalem keadaan saq baru dalem Roh Allah.,10,general,alkitab_sasak_Rom_7_6
SASAK_SENT_007668,"Lamun maraq nike, napi saq bau ite ucapang malik?",9,general,alkitab_sasak_Rom_7_7
SASAK_SENT_007669,Napi Hukum Taurat nike dose?,5,general,alkitab_sasak_Rom_7_7
SASAK_SENT_007670,Laguq setetune hukum nike saq ngajah tiang mengenai dose.,9,general,alkitab_sasak_Rom_7_7
SASAK_SENT_007671,"Tiang ndeq gen nenaoq napi artine melet nike, lamun ndeq tebadaq siq hukum nike, ""Ndaq melet.""",16,general,alkitab_sasak_Rom_7_7
SASAK_SENT_007672,"Langan hukum nike, dose mauq kesempatan jari nimbulang macem-macem kemeleq leq dalem aten tiang; sengaq lamun Hukum Taurat nike ndeq araq, make dose endah mate.",25,general,alkitab_sasak_Rom_7_8
SASAK_SENT_007673,Laeq tiang idup ndeq kadu Hukum Taurat.,7,general,alkitab_sasak_Rom_7_9
SASAK_SENT_007674,Laguq sesampun araq prentah leman hukum nike dose mulai idup,10,general,alkitab_sasak_Rom_7_9
SASAK_SENT_007675,dait tiang mate.,3,general,alkitab_sasak_Rom_7_10
SASAK_SENT_007676,Make prentah nike saq maksutne mule jari ngicanin idup malahan datengang kematean tipaq tiang.,14,general,alkitab_sasak_Rom_7_10
SASAK_SENT_007677,"Sengaq langan prentah nike, dose bait kesempatan nipu dait nyemateq tiang.",11,general,alkitab_sasak_Rom_7_11
SASAK_SENT_007678,"Hukum Taurat nike suci dait sebilang prentah leq dalem hukum nike endah suci, adil dait solah.",16,general,alkitab_sasak_Rom_7_12
SASAK_SENT_007679,"Mangkin, napi niki artine bahwe saq solah nike datengang kematean tipaq tiang?",12,general,alkitab_sasak_Rom_7_13
SASAK_SENT_007680,"Dose nike saq datengang kematean tipaq tiang kadu saq solah nike, adeq jari sayan nyate endah kejahatan dose nike.",19,general,alkitab_sasak_Rom_7_13
SASAK_SENT_007681,Dait langan prentah-prentah nike sayan nyate berembe jahatne dose nike.,10,general,alkitab_sasak_Rom_7_13
SASAK_SENT_007682,Sengaq ite nenaoq bahwe Hukum Taurat nike mengenai hal-hal saq berubungan kance roh; laguq tiang niki manusie siq kemeleq awak saq bedose saq sampun tejual jari panjak dose.,28,general,alkitab_sasak_Rom_7_14
SASAK_SENT_007683,Sengaq tiang mesaq ndeq ngerti perbuatan tiang.,7,general,alkitab_sasak_Rom_7_15
SASAK_SENT_007684,"Hal-hal saq melet tiang laksaneang nike, ndeq tiang laksaneang; laguq hal-hal saq tiang meriq, malahan nike saq tiang laksaneang.",19,general,alkitab_sasak_Rom_7_15
SASAK_SENT_007685,"Mangkin lamun tiang laksaneang hal-hal saq betentangan kance kemeleq tiang, nike artine tiang setuju bahwe Hukum Taurat nike solah.",19,general,alkitab_sasak_Rom_7_16
SASAK_SENT_007686,"Jari, setetune ndeqne tiang saq ngelaksaneang nike, laguq dose saq nguasein diriq tiang.",13,general,alkitab_sasak_Rom_7_17
SASAK_SENT_007687,Sengaq tiang nenaoq bahwe ndeq araq sopoq juaq saq solah leq dalem diriq tiang; nike kemeleq awak tiang saq bedose.,20,general,alkitab_sasak_Rom_7_18
SASAK_SENT_007688,"Sengaq araq angen tiang piaq hal saq solah, laguq tiang ndeq sanggup laksaneang.",13,general,alkitab_sasak_Rom_7_18
SASAK_SENT_007689,"Tiang ndeq ngelaksaneang saq solah saq tiang melet laksaneang, laguq tiang ngelaksaneang hal-hal saq jahat, saq ndeq mele tiang laksaneang.",20,general,alkitab_sasak_Rom_7_19
SASAK_SENT_007690,"Lamun tiang ngelaksaneang hal-hal saq ndeq mele tiang laksaneang, nike artine ndeqne tiang saq ngelaksaneang hal-hal nike, laguq dose saq nguasein diriq tiang.",23,general,alkitab_sasak_Rom_7_20
SASAK_SENT_007691,"Jari, tiang ndait hukum niki: Lamun tiang mele ngelaksaneang saq solah, make cume saq jahat doang saq timbul leman diriq tiang.",21,general,alkitab_sasak_Rom_7_21
SASAK_SENT_007692,"Mule batin tiang suke leq hukum Allah,",7,general,alkitab_sasak_Rom_7_22
SASAK_SENT_007693,laguq tiang sadar bahwe leq dalem bagian-bagian awak tiang araq endah hukum lain saq pengaruhin tiang -- nike hukum saq ngelawan hukum akal budi tiang.,25,general,alkitab_sasak_Rom_7_23
SASAK_SENT_007694,Keranaq nike tiang teriket dalem hukum dose saq araq leq bagian-bagian awak tiang.,13,general,alkitab_sasak_Rom_7_23
SASAK_SENT_007695,Tiang manusie celake!,3,general,alkitab_sasak_Rom_7_24
SASAK_SENT_007696,Sai saq gen nyelametang tiang leman awak saq jauq tiang tipaq kematean niki?,13,general,alkitab_sasak_Rom_7_24
SASAK_SENT_007697,Syukur tipaq Allah!,3,general,alkitab_sasak_Rom_7_24
SASAK_SENT_007698,Langan Junjungante Saq Mulie Deside Isa Almasih.,7,general,alkitab_sasak_Rom_7_24
SASAK_SENT_007699,"Jari, siq hukum akal budi tiang, tiang ngelayanin hukum Allah, laguq leman kemeleq awak tiang saq bedose, tiang ngelayanin hukum dose!",21,general,alkitab_sasak_Rom_7_24
SASAK_SENT_007700,Ndeqne araq malik penghukuman leq dengan-dengan saq sampun idup leq dalem Deside Isa Almasih.,14,general,alkitab_sasak_Rom_8_1
SASAK_SENT_007701,Sengaq hukum Roh Allah saq miaq ite idup leq dalem Deside Isa Almasih sampun bebasang tiang leman hukum saq jauq dose dait kematean.,23,general,alkitab_sasak_Rom_8_2
SASAK_SENT_007702,"Napi saq ndeq mungkin telaksaneang siq Hukum Taurat lantaran kelemahan manusie, sampun telaksaneang siq Allah.",15,general,alkitab_sasak_Rom_8_3
SASAK_SENT_007703,"Dose saq araq leq dalem tabiat manusie nike sampun tekalahang siq Allah langan pengurbanan Bije-Ne mesaq saq rauh ojok dunie jari maraq manusie saq bedose, jari ngapus dose.",28,general,alkitab_sasak_Rom_8_3
SASAK_SENT_007704,"Hal nike telaksaneang siq Allah adeq pekayunan-Ne saq tenyatayang dalem Hukum Taurat nike bau telaksaneang leq dalem diriqte saq idup menurut Roh Allah, dait ndeqne menurut tabiat manusie.",28,general,alkitab_sasak_Rom_8_4
SASAK_SENT_007705,"Dengan-dengan saq idup menurut tabiat manusie, gen tetep mikirang napi saq jari kemeleq tabiat manusiene, laguq dengan-dengan saq idup menurut Roh Allah, ie gen tetep mikirang napi saq jari pekayunan Roh Allah.",32,general,alkitab_sasak_Rom_8_5
SASAK_SENT_007706,"Lamun pikirande tekuasein siq kemeleq tabiat manusie, make akibatne kematean, laguq lamun pikirande tekuasein siq Roh Allah, make akibatne idup dait dame sejahtere kance Allah.",25,general,alkitab_sasak_Rom_8_6
SASAK_SENT_007707,"Dengan saq pikiranne tekuasein siq kemeleq tabiat manusie, dengan nike bemusuhan kance Allah; lantaran dengan nike ndeqne taat leq hukum Allah; dait mule ie ndeq iniq patuh leq hukum Allah.",30,general,alkitab_sasak_Rom_8_7
SASAK_SENT_007708,"Dengan-dengan saq idup menurut tabiat manusie, ndeqne mungkin nyenengang Allah.",10,general,alkitab_sasak_Rom_8_8
SASAK_SENT_007709,"Laguq side pade ndeq idup menurut tabiat manusie, side pade idup menurut Roh Allah -- lamun, Roh Allah tetu-tetu araq leq dalem diriqde.",23,general,alkitab_sasak_Rom_8_9
SASAK_SENT_007710,"Dengan saq ndeq bedowe Roh Almasih, ie ndeqne dowen Almasih.",10,general,alkitab_sasak_Rom_8_9
SASAK_SENT_007711,"Laguq lamun Almasih idup leq dalem diriqde, make timaq awakde gen ninggal lantaran dose, laguq Roh Allah ngicanin idup tipaq side, sengaq hubungande kance Allah sampun solah.",27,general,alkitab_sasak_Rom_8_10
SASAK_SENT_007712,"Lamun Roh Allah saq ngidupang Almasih leman ninggal idup leq dalem diriqde, make Ie saq ngidupang Almasih leman ninggal gen ngidupang endah awakde saq iniq binase nike siq Roh-Ne saq idup leq dalem diriqde.",34,general,alkitab_sasak_Rom_8_11
SASAK_SENT_007713,"Keranaq nike semeton senamian, ite bedowe tanggung jawab, laguq tanggung jawab nike ndeqne leq tabiat manusie; ite ndeq perlu idup menurut kemeleqne.",22,general,alkitab_sasak_Rom_8_12
SASAK_SENT_007714,"Sengaq lamun side pade idup menurut tabiat manusie, make side pade gen mate; laguq lamun siq kuase Roh Allah side pade terus doang nyemateq perbuatan-perbuatande saq bedose, make side pade gen idup.",32,general,alkitab_sasak_Rom_8_13
SASAK_SENT_007715,"Dengan-dengan saq tebimbing siq Roh Allah, ie jari bije-bije dowen Allah.",11,general,alkitab_sasak_Rom_8_14
SASAK_SENT_007716,"Sengaq Roh saq teicanin siq Allah tipaq side pade, ndeq gen miaq side jari hambe sehingge side pade idup dalem ketakutan, laguq Roh Allah nike jariang side bije-bije dowen Allah.",30,general,alkitab_sasak_Rom_8_15
SASAK_SENT_007717,"Dait siq kuase Roh Allah nike ite bau nyebut Allah nike, ""Bapa, ya Bapa!""",14,general,alkitab_sasak_Rom_8_15
SASAK_SENT_007718,Roh Allah bareng kance rohte nyatayang bahwe ite niki jari bije-bije dowen Allah.,13,general,alkitab_sasak_Rom_8_16
SASAK_SENT_007719,"Nah, lamun ite bije dowen Allah, make ite endah ahli waris-Ne saq gen nerimaq berkah-berkah saq tesedieang siq Allah jari bije-bije dowe-Ne.",22,general,alkitab_sasak_Rom_8_17
SASAK_SENT_007720,"Ite gen nerimaq bareng-bareng kance Almasih napi saq sampun tesedieang siq Allah umaq Ie; sengaq lamun ite milu menderite bareng kance Almasih, ite gen milu temulieang bareng kance Ie.",29,general,alkitab_sasak_Rom_8_17
SASAK_SENT_007721,"Selapuq penderitean saq ite alamin mangkin niki, menurut pendapet tiang, tetu-tetu ndeqne bau tebandingang siq kemuliean saq gen tenyatayang tipaq ite.",21,general,alkitab_sasak_Rom_8_18
SASAK_SENT_007722,Selapuq mahluk melet gati ngantih piran waktune Allah nyatayang bije-bije saq jari dowe-Ne.,13,general,alkitab_sasak_Rom_8_19
SASAK_SENT_007723,"Sengaq selapuq mahluk araq leq bawaq pikiran saq sie-sie, ndeqne lantaran kemeleqne mesaq, laguq siq pekayunan-Ne, siq pengharepan bahwe:",19,general,alkitab_sasak_Rom_8_20
SASAK_SENT_007724,Selapuq mahluk gen tebebasang leman kuase saq binaseang dait gen tebebasang serte temulieang bareng kance bije-bije dowen Allah.,18,general,alkitab_sasak_Rom_8_21
SASAK_SENT_007725,"Ite nenaoq bahwe jangke mangkin selapuq mahluk ngeluh lantaran menderite, maraq dengan nine saq menderite sewaktune nganak.",17,general,alkitab_sasak_Rom_8_22
SASAK_SENT_007726,"Ndeqne selapuq mahluk doang saq ngeluh, laguq ite mesaq endah ngeluh leq dalem atente.",14,general,alkitab_sasak_Rom_8_23
SASAK_SENT_007727,"Ite saq sampun nerimaq paice leman hasil penembeq Roh Allah, ite masih doang ngantih piran Allah bebasang diriqte selapuqne dait jariang ite bije-bije dowe-Ne.",24,general,alkitab_sasak_Rom_8_23
SASAK_SENT_007728,"Sengaq siq beharep, make ite teselametang.",6,general,alkitab_sasak_Rom_8_24
SASAK_SENT_007729,"Laguq lamun napi saq ite harepang nike sampun ite serioq, make nike ndeqne malik harepan.",15,general,alkitab_sasak_Rom_8_24
SASAK_SENT_007730,Sengaq sai saq masih beharep leq napi saq sampun ie serioq?,11,general,alkitab_sasak_Rom_8_24
SASAK_SENT_007731,"Laguq lamun ite beharep leq hal saq ndeqman ite serioq, make ite gen sabar ngantih.",15,general,alkitab_sasak_Rom_8_25
SASAK_SENT_007732,Maraq nike endah Roh Allah nulung ite lamun ite ndeq kuat.,11,general,alkitab_sasak_Rom_8_26
SASAK_SENT_007733,Sengaq ite ndeq nenaoq berembe setetune ite bedo'e; Roh nike mesaq saq do'eang ite tipaq Allah siq keluhan-keluhan saq ndeq bau ite ucapang.,23,general,alkitab_sasak_Rom_8_26
SASAK_SENT_007734,"Make Allah saq selidik ate manusie, wikan pekayunan Roh nike, sengaq Roh nike do'eang dengan-dengan saq tehususang bagi Allah, pade maraq pekayunan Allah.",23,general,alkitab_sasak_Rom_8_27
SASAK_SENT_007735,"Ite nenaoq mangkin bahwe Allah milu bekarye ngatur selapuq hal, sehingge ngasilang saq solah umaq dengan-dengan saq ngasihin Ie dait saq tepileq menurut rencane-Ne.",24,general,alkitab_sasak_Rom_8_28
SASAK_SENT_007736,Sengaq selapuq dengan saq tepileq siq Allah leman penembeq sampun tetentuang bahwe ie pade gen jari maraq Bije-Ne.,18,general,alkitab_sasak_Rom_8_29
SASAK_SENT_007737,Bije-Ne nike jari saq penembeq leq antare semeton-semeton senamian.,9,general,alkitab_sasak_Rom_8_29
SASAK_SENT_007738,Allah mileq dengan-dengan saq sampun tetentuang juluan; dait dengan-dengan saq tepileq nike tejariang kenaq leq arepan-Ne sehingge hubungan ie pade kance Allah jari solah malik dait ie pade temulieang endah.,30,general,alkitab_sasak_Rom_8_30
SASAK_SENT_007739,"Mangkin, napi saq gen teraosang malik mengenai selapuqne nike?",9,general,alkitab_sasak_Rom_8_31
SASAK_SENT_007740,"Lamun Allah leq pihak ite, sai saq bau ngelawan ite?",10,general,alkitab_sasak_Rom_8_31
SASAK_SENT_007741,"Allah redeang Bije-Ne mesaq, malahan Ie nyerahang Bije nike umaq ite selapuq.",12,general,alkitab_sasak_Rom_8_32
SASAK_SENT_007742,Segerah Allah nenten gen ngicanin secare cume-cume tipaq ite selapuq hal saq lainne?,13,general,alkitab_sasak_Rom_8_32
SASAK_SENT_007743,"Sai saq gen nuntut ite, dengan-dengan saq tepileq siq Allah?",10,general,alkitab_sasak_Rom_8_33
SASAK_SENT_007744,Allah mesaq nyatayang bahwe ite tejariang kenaq leq arepan-Ne sehingge hubungante kance Ie jari solah malik.,16,general,alkitab_sasak_Rom_8_33
SASAK_SENT_007745,Napi araq dengan saq mele ngukum ite?,7,general,alkitab_sasak_Rom_8_34
SASAK_SENT_007746,Malahan Deside Isa Almasih do'eang ite!,6,general,alkitab_sasak_Rom_8_34
SASAK_SENT_007747,Ie saq sampun ninggal dait saq sampun teidupang malik leman ninggal dait melinggih leq sedi kanan Allah.,17,general,alkitab_sasak_Rom_8_34
SASAK_SENT_007748,Napi araq saq bau misahang kasih Junjungante Saq Mulie Deside Isa Almasih kance ite?,14,general,alkitab_sasak_Rom_8_35
SASAK_SENT_007749,"Napi bau kesusahan, kesengsarean, penganiayean, kelapahan, kemiskinan, bahaye atao kematean gen jari penghalang?",13,general,alkitab_sasak_Rom_8_35
SASAK_SENT_007750,"Dalem Kitab Suci tetulis maraq niki, ""Sejeloan tiang pade idup leq dalem bahaye maut lantaran Deside.",16,general,alkitab_sasak_Rom_8_36
SASAK_SENT_007751,"Tiang pade teanggep maraq dombe saq gen tesembeleh.""",8,general,alkitab_sasak_Rom_8_36
SASAK_SENT_007752,Setetune ndeq!,2,general,alkitab_sasak_Rom_8_37
SASAK_SENT_007753,"Malahan leq keadaan saq maraq nike ite lebihan leman dengan-dengan menang, langan Ie saq ngasihin ite!",16,general,alkitab_sasak_Rom_8_37
