word,lemma,pos,dialect,meaning_id,meaning_2,example,source
anjar lekoq,anjar lekoq,,Sasak Umum,tangga untuk memetik daun sirih,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anjar; anjah,anjar,,Sasak Umum,tangga,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anjarang,anjarang,,Sasak Umum,tebarkan; sebarkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"anjek, tanjek",anjek,,Sasak Umum,tegak; tancap,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anjekang,anjekang,,Sasak Umum,dirikan; tegakkan; tancapkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anjeng,anjeng,,Sasak Umum,bangun; berdiri,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anjengan,anjengan,,Sasak Umum,bangunkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anjok,anjok,,Sasak Umum,sentak; dorong (semangatnya),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"anjok, beranjok-anjok",anjok,,Sasak Umum,maju mundur berencana untuk melakukan sesuatu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anjokang,anjokang,,Sasak Umum,dorong-dorong untuk berani; seperti menggerak-gerakkan ayam seakan-akan berlaga,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anjul,anjul,,Sasak Umum,bambu galah; kayu yang kepanjangan; tinggi panjang untuk postur orang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"anjung, anjungan",anjung,,Sasak Umum,bagian komplek bangunan rumah-rumah adat/seni pada sebuah taman besar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anjur,anjur,,Sasak Umum,anjur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anjurang,anjurang,,Sasak Umum,anjurkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ano,ano,,Sasak Umum,matahari,hari,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ansuh,ansuh,,Sasak Umum,angkut,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ansuhang,ansuhang,,Sasak Umum,angkutkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anta,anta,,Sasak Umum,(Slp) kamu (laki-laki),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap,antap,,Sasak Umum,kacang/jenis kacang-kacangan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap beaq,antap beaq,,Sasak Umum,kacang merah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap belo,antap belo,,Sasak Umum,kacang panjang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap dadah,antap dadah,,Sasak Umum,kacang panjang yang masih muda untuk sayur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap dadar,antap dadar,,Sasak Umum,kacang panjang yang masih muda untuk sayur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap goreng,antap goreng,,Sasak Umum,kacang panjang goreng,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap jongkong,antap jongkong,,Sasak Umum,kacang yang tumbuh seperti pohon perdu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap ketujur,antap ketujur,,Sasak Umum,kacang panjang buahnya dan batangnya merambat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap lambek,antap lambek,,Sasak Umum,kacang panjang buahnya dan batangnya merambat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap lelasuq,antap lelasuq,,Sasak Umum,sambal mentah kacang panjang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap repes,antap repes,,Sasak Umum,lauk dari kacang hijau yang ditumbuk dan dibumbu santan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap sepuq,antap sepuq,,Sasak Umum,kacang goreng tanpa minyak goreng,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap sten,antap sten,,Sasak Umum,kacang yang tumbuh seperti pohon perdu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antap tiwoq,antap tiwoq,,Sasak Umum,kacang yang tumbuh,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antem,antem,,Sasak Umum,hantam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anteman,anteman,,Sasak Umum,hantaman,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antemang,antemang,,Sasak Umum,hantamkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antep,antep,,Sasak Umum,kipas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antep lepe,antep lepe,,Sasak Umum,kipas yg dibuat dr pelepah pinang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antepin,antepin,,Sasak Umum,kipasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antih,antih,,Sasak Umum,(ksr) tunggu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antih mayung lepas ki,antih mayung lepas ki,,Sasak Umum,tunggu rusa lepas (tunggu sesuatu yg sudah pergi bebas),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"anting, anting-anting",anting,,Sasak Umum,anting-anting,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anting-antingin,anting-antingin,,Sasak Umum,anting-antingi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antiq,antiq,,Sasak Umum,pegang; bawa,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antiqang,antiqang,,Sasak Umum,bawakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anton,anton,,Sasak Umum,tarik (dari atas),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antos,antos,,Sasak Umum,(hls) tunggu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antu; entu,antu,,Sasak Umum,rematik; pegal; linu; nama penyakit pada kaki yg kadang-kadang menyebabkan tidak bisa jalan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antuk,antuk,,Sasak Umum,angguk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antukang,antukang,,Sasak Umum,anggukkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antuq,antuq,,Sasak Umum,tarik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antuq awek,antuq awek,,Sasak Umum,tarik dng kuat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
antuqang,antuqang,,Sasak Umum,tarikkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anuq,anuq,,Sasak Umum,"yg tidak disebutkan namanya (orang, benda, dsb)",milik; kepunyaan,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anyir,anyir,,Sasak Umum,bosan; jemu (makan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
anyiran,anyiran,,Sasak Umum,lebih bosan; agak bosan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aoq,aoq,,Sasak Umum,(ksr) ya; jawaban panggilan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apa,apa,,Sasak Umum,ada apa,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apa bae,apa bae,,Sasak Umum,apa saja,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apa-apa,apa-apa,,Sasak Umum,segala sesuatu; apa pun; apa saja,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apah,apah,,Sasak Umum,alas,kata yg menunjukkan ketidaktahuan,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apahang,apahang,,Sasak Umum,berikan alas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apak,apak,,Sasak Umum,menghentak-hentakkan kedua kaki di tanah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apak-apakang,apak-apakang,,Sasak Umum,hentak-hentakkan kaki,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apal,apal,,Sasak Umum,hapal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apal-apalan,apal-apalan,,Sasak Umum,hapal-hapalan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apalan,apalan,,Sasak Umum,hapalan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apalang,apalang,,Sasak Umum,hapalkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apem,apem,,Sasak Umum,jajan apem,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apeq,apeq,,Sasak Umum,susun; atur; tata; rapikan; hias,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
api bong,api bong,,Sasak Umum,kunang-kunang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
api maling,api maling,,Sasak Umum,api pencuri; kebakaran yang disebabkan oleh pencuri,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
api puntiq,api puntiq,,Sasak Umum,api yang digunakan untuk memeram pisang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
api sandang,api sandang,,Sasak Umum,api yang turun dari angkasa (mungkin benda angkasa yang jatuh),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apik,apik,,Sasak Umum,teliti; hati-hati; cermat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apik-apik,apik-apik,,Sasak Umum,hati-hati; mengirit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apikan,apikan,,Sasak Umum,lebih teliti; lebih hati-hati; lebih cermat; agak hati-hati,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apikang,apikang,,Sasak Umum,perlakukan dengan hati-hati,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apin,apin,,Sasak Umum,beri api,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apit,apit,,Sasak Umum,apit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apitang,apitang,,Sasak Umum,apitkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apuh,apuh,,Sasak Umum,kapur sirih,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apur,apur,,Sasak Umum,kapur sirih,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apurin,apurin,,Sasak Umum,beri kapur; kapuri,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apus,apus,,Sasak Umum,boreh,hapus,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apusang,apusang,,Sasak Umum,hapuskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
apusin,apusin,,Sasak Umum,borehi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ara,ara,,Sasak Umum,pohon ara,sebuah kata seru yg menunjukkan kekesalan terhadap orang,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arah,arah,,Sasak Umum,hampir,ajak,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arak,arak,,Sasak Umum,minuman arak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aran,aran,,Sasak Umum,nama,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aran belo,aran belo,,Sasak Umum,nama panjang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aran konteq,aran konteq,,Sasak Umum,nama pendek,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aran lenge,aran lenge,,Sasak Umum,nama yg jelek,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arang,arang,,Sasak Umum,arang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aranin,aranin,,Sasak Umum,menamai,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arap,arap,,Sasak Umum,nama bangsa di Jazirah Arab dan Timur Tengah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arap ampenan,arap ampenan,,Sasak Umum,orang Ampenan keturunan Arab,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arap-arapan,arap-arapan,,Sasak Umum,kearab-araban; orang yg bertingkah laku seperti orang Arab,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
araq,araq,,Sasak Umum,ada,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
araq angen,araq angen,,Sasak Umum,berminat; menaruh cinta,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
araq dereq,araq dereq,,Sasak Umum,ada tidak ada,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
araq ngene,araq ngene,,Sasak Umum,ada begini,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
araqan,araqan,,Sasak Umum,mengadakan,lebih berada,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arat,arat,,Sasak Umum,gembala,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arat bebek,arat bebek,,Sasak Umum,penggembala itik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arat bembeq,arat bembeq,,Sasak Umum,penggembala kambing,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arat sampi,arat sampi,,Sasak Umum,penggembala sapi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
are,are,,Sasak Umum,ara (ukuran luas tanah),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arem,arem,,Sasak Umum,eram,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
areman,areman,,Sasak Umum,eramkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aremin,aremin,,Sasak Umum,erami,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aren,aren,,Sasak Umum,enau,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aren bisoq ima,aren bisoq ima,,Sasak Umum,piring tempat basuh tangan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aren dangkem,aren dangkem,,Sasak Umum,nama sejenis piring,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aren jangan,aren jangan,,Sasak Umum,piring tempat sayur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arep,arep,,Sasak Umum,muka (arah),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arepan,arepan,,Sasak Umum,harapan,lebih ke muka,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
areq,areq,,Sasak Umum,tinggal; diam,panggil,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
areq-areqan,areq-areqan,,Sasak Umum,panggil-panggilkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
areqan,areqan,,Sasak Umum,panggilkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ares,ares,,Sasak Umum,sayur dari batang pisang yg masih muda,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ares kedebong,ares kedebong,,Sasak Umum,ares batang pisang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arit,arit,,Sasak Umum,sisir (utk pisang),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arloji,arloji,,Sasak Umum,jam tangan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aro,aro,,Sasak Umum,aduh,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aroh,aroh,,Sasak Umum,hampir,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arok,arok,,Sasak Umum,masukkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arong,arong,,Sasak Umum,lomba; balapan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arong-arongan,arong-arongan,,Sasak Umum,perlombaan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arot,arot,,Sasak Umum,gigit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arpah,arpah,,Sasak Umum,nama tempat di Makkah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arta,arta,,Sasak Umum,harta,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
artiang,artiang,,Sasak Umum,artikan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aru,aru,,Sasak Umum,pagi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aru-aru,aru-aru,,Sasak Umum,pagi-pagi; pagi sekali; dini hari,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aru-aruan,aru-aruan,,Sasak Umum,agak pagi-pagi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aruan,aruan,,Sasak Umum,lebih pagi; pagian,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arus,arus,,Sasak Umum,arus,nama sejenis umbi-umbian,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arusang,arusang,,Sasak Umum,mengharuskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
arwah,arwah,,Sasak Umum,ruh,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asa,asa,,Sasak Umum,ingat; sadar,cukup,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asah,asah,,Sasak Umum,rata; datar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asahan,asahan,,Sasak Umum,meratakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asal,asal,,Sasak Umum,asalkan; dgn syarat; apabila,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asal-usul,asal-usul,,Sasak Umum,asal usul; keturunan; silsilah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asaq,asaq,,Sasak Umum,"asah; gosok dgn benda keras (supaya tajam, berkilap, dsb)",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asem,asem,,Sasak Umum,masam (rasa),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aseman,aseman,,Sasak Umum,lebih masam; agak asam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aseq,aseq,,Sasak Umum,sedih; belas kasih,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aseq laloq,aseq laloq,,Sasak Umum,sangat sedih,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aseran,aseran,,Sasak Umum,melagukan AlQuran,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asil,asil,,Sasak Umum,hasil,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asil bangket,asil bangket,,Sasak Umum,hasil sawah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asil kebon,asil kebon,,Sasak Umum,hasil kebun,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asil raos,asil raos,,Sasak Umum,hasil pembicaraan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asin,asin,,Sasak Umum,asin,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asinan,asinan,,Sasak Umum,lebih asin; agak asin,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
asta,asta,,Sasak Umum,hasta; satuan ukuran sepanjang lengan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atak,atak,,Sasak Umum,dua ratusan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atakan,atakan,,Sasak Umum,dua ratusan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atas,atas,,Sasak Umum,atas; bagian (tempat) yg lebih tinggi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atasan,atasan,,Sasak Umum,lebih atas; agak atas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atawa,atawa,,Sasak Umum,atau,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ate,ate,,Sasak Umum,hati,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ate basong,ate basong,,Sasak Umum,hati anjing,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ate bawi,ate bawi,,Sasak Umum,hati babi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ate godek,ate godek,,Sasak Umum,hati monyet,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atep bobok,atep bobok,,Sasak Umum,bangunan beratap daun kelapa,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atep ijuk,atep ijuk,,Sasak Umum,bangunan beratap ijuk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atep re,atep re,,Sasak Umum,beratap ilalang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ater,ater,,Sasak Umum,antar (makanan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"atera(n,g)",atera(n,,Sasak Umum,antarkan (makanan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atom,atom,,Sasak Umum,pulpen,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atong,atong,,Sasak Umum,antar (orang); temani,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atuh,atuh,,Sasak Umum,lempar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"atuha(n,g)",atuha(n,,Sasak Umum,lemparkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atur,atur,,Sasak Umum,atur; tata,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"atura(n,g)",atura(n,,Sasak Umum,berikan; persembahkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aturan,aturan,,Sasak Umum,aturan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aturin,aturin,,Sasak Umum,suguhi; berikan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atus,atus,,Sasak Umum,ratus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
atusan,atusan,,Sasak Umum,ratusan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aur,aur,,Sasak Umum,salah satu jenis bambu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aut,aut,,Sasak Umum,tarik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aut bitek,aut bitek,,Sasak Umum,tarik dng menghentak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"auta(n,g)",auta(n,,Sasak Umum,tarikkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awak,awak,,Sasak Umum,badan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awak penyampeqan,awak penyampeqan,,Sasak Umum,"berbadan baik, apa saja yang dipakai selalu menarik",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awal Ar,awal ar,,Sasak Umum,asal mula; awal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awalan,awalan,,Sasak Umum,awalan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awam Ar,awam ar,,Sasak Umum,umum; kebanyakan; biasa; tidak istimewa,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awampè,awampè,,Sasak Umum,istrimu; suamimu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awan n,awan n,,Sasak Umum,istri,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awandâ,awandâ,,Sasak Umum,istrinya; suaminya,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"awang, awang-awang",awang,,Sasak Umum,angkasa,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awangku,awangku,,Sasak Umum,istri saya; suami saya,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awaq,awaq,,Sasak Umum,tubuh; badan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awas,awas,,Sasak Umum,kata ancaman; awas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awasin,awasin,,Sasak Umum,awasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awik desa,awik desa,,Sasak Umum,aturan desa,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"awik, awik-awik",awik,,Sasak Umum,"aturan yg telah disepakati oleh suatu komunitas tertentu, biasanya ada sanksi bagi yg melanggarnya",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awin,awin,,Sasak Umum,ikatan padi dengan ukuran segenggam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awin-awin,awin-awin,,Sasak Umum,ikat-ikatan padi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awinan,awinan,,Sasak Umum,karena; lantaran,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awis,awis,,Sasak Umum,sabit; arit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"awisa(n,g)",awisa(n,,Sasak Umum,sabitkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awon,awon,,Sasak Umum,bawa (sisa makanan kenduri yg disuguhkan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awon-awon,awon-awon,,Sasak Umum,sisa makanan yg dibawa,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"awona(n,g)",awona(n,,Sasak Umum,bawakan sisa makanan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awor,awor,,Sasak Umum,campur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"awora(n,g)",awora(n,,Sasak Umum,campurkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awu,awu,,Sasak Umum,kelabu (warna),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awu jangkih,awu jangkih,,Sasak Umum,abu tungku,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"awun, awun-awun",awun,,Sasak Umum,awan lembap yg melayang di dekat permukaan tanah; kabut,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awâ,awâ,,Sasak Umum,suami/istri,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awék; awik,awék,,Sasak Umum,tarik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"awéka(n,g)",awéka(n,,Sasak Umum,tarikkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
awét,awét,,Sasak Umum,awet; tahan lama; lama berubah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
